"RIS Name","Description","Database","Report","FRB Number","Call Names"
"OTCD100","OTC DERIVATIVES - 100% RW","FTS","RC-R","RCONS547 RCFDS547",""
"OTCD150","OTC DERIVATIVES - 150% RW","FTS","RC-R","RCONS548 RCFDS548",""
"OTCD2","OTC DERIVATIVES - 2% RW","FTS","RC-R","RCONHK00 RCFDHK00",""
"OTCD20","OTC DERIVATIVES - 20% RW","FTS","RC-R","RCONS545 RCFDS545",""
"OTCD4","OTC DERIVATIVES - 4% RW","FTS","RC-R","RCONHK01 RCFDHK01",""
"OTCD50","OTC DERIVATIVES - 50% RW","FTS","RC-R","RCONS546 RCFDS546",""
"OTCDCEA","OTC DERIVATIVES-C.E. AMT","FTS","RC-R","RCONS542 RCFDS542",""
"OTCDOCE","OTC DERIVATIVES - OTH AP-CE AMT","FTS","RC-R","RCONH309 RCFDH309",""
"OTCDORW","OTC DERIVATIVES - OTH AP-RW AMT","FTS","RC-R","RCONH310 RCFDH310",""
"OTCFVAGB","OTC DER US AGY FV - BK & SEC","FTS","RC-L","RCFDG438 RCONG438",""
"OTCFVAGC","OTC DER US AGY FV - CORP","FTS","RC-L","RCFDG442 RCONG442",""
"OTCFVAGG","OTC DER US AGY FV - GOVT","FTS","RC-L","RCFDG441 RCONG441",""
"OTCFVAGH","OTC DER US AGY FV - HEDGE","FTS","RC-L","RCFDG440 RCONG440",""
"OTCFVAGM","OTC DER US AGY FV - MFG","FTS","RC-L","RCFDG439 RCONG439",""
"OTCFVCBB","OTC DER CORP BND FV - BK & SEC","FTS","RC-L","RCFDG443 RCONG443",""
"OTCFVCBC","OTC DER CORP BND FV - CORP","FTS","RC-L","RCFDG447 RCONG447",""
"OTCFVCBG","OTC DER CORP BND FV - GOVT","FTS","RC-L","RCFDG446 RCONG446",""
"OTCFVCBH","OTC DER CORP BND FV - HEDGE","FTS","RC-L","RCFDG445 RCONG445",""
"OTCFVCBM","OTC DER CORP BND FV - MFG","FTS","RC-L","RCFDG444 RCONG444",""
"OTCFVCDB","OTC DER CASH USD FV - BK & SEC","FTS","RC-L","RCFDG423 RCONG423",""
"OTCFVCDC","OTC DER CASH USD FV - CORP","FTS","RC-L","RCFDG427 RCONG427",""
"OTCFVCDG","OTC DER CASH USD FV - GOVT","FTS","RC-L","RCFDG426 RCONG426",""
"OTCFVCDH","OTC DER CASH USD FV - HEDGE","FTS","RC-L","RCFDG425 RCONG425",""
"OTCFVCDM","OTC DER CASH USD FV - MFG","FTS","RC-L","RCFDG424 RCONG424",""
"OTCFVCOB","OTC DER CASH OTH FV - BK & SEC","FTS","RC-L","RCFDG428 RCONG428",""
"OTCFVCOC","OTC DER CASH OTH FV - CORP","FTS","RC-L","RCFDG432 RCONG432",""
"OTCFVCOG","OTC DER CASH OTH FV - GOVT","FTS","RC-L","RCFDG431 RCONG431",""
"OTCFVCOH","OTC DER CASH OTH FV - HEDGE","FTS","RC-L","RCFDG430 RCONG430",""
"OTCFVCOM","OTC DER CASH OTH FV - MFG","FTS","RC-L","RCFDG429 RCONG429",""
"OTCFVEQB","OTC DER EQ SEC FV - BK & SEC","FTS","RC-L","RCFDG448 RCONG448",""
"OTCFVEQC","OTC DER EQ SEC FV - CORP","FTS","RC-L","RCFDG452 RCONG452",""
"OTCFVEQG","OTC DER EQ SEC FV - GOVT","FTS","RC-L","RCFDG451 RCONG451",""
"OTCFVEQH","OTC DER EQ SEC FV - HEDGE","FTS","RC-L","RCFDG450 RCONG450",""
"OTCFVEQM","OTC DER EQ SEC FV - MFG","FTS","RC-L","RCFDG449 RCONG449",""
"OTCFVOTB","OTC DER OTH COL FV - BK & SEC","FTS","RC-L","RCFDG453 RCONG453",""
"OTCFVOTC","OTC DER OTH COL FV - CORP","FTS","RC-L","RCFDG457 RCONG457",""
"OTCFVOTG","OTC DER OTH COL FV - GOVT","FTS","RC-L","RCFDG456 RCONG456",""
"OTCFVOTH","OTC DER OTH COL FV - HEDGE","FTS","RC-L","RCFDG455 RCONG455",""
"OTCFVOTM","OTC DER OTH COL FV - MFG","FTS","RC-L","RCFDG454 RCONG454",""
"OTCFVTLB","OTC DER TOT COL FV - BK & SEC","FTS","RC-L","RCFDG458 RCONG458",""
"OTCFVTLC","OTC DER TOT COL FV - CORP","FTS","RC-L","RCFDG462 RCONG462",""
"OTCFVTLG","OTC DER TOT COL FV - GOVT","FTS","RC-L","RCFDG461 RCONG461",""
"OTCFVTLH","OTC DER TOT COL FV - HEDGE","FTS","RC-L","RCFDG460 RCONG460",""
"OTCFVTLM","OTC DER TOT COL FV - MFG","FTS","RC-L","RCFDG459 RCONG459",""
"OTCFVTRB","OTC DER TREAS SEC FV - BK & SEC","FTS","RC-L","RCFDG433 RCONG433",""
"OTCFVTRC","OTC DER TREAS SEC FV - CORP","FTS","RC-L","RCFDG437 RCONG437",""
"OTCFVTRG","OTC DER TREAS SEC FV - GOVT","FTS","RC-L","RCFDG436 RCONG436",""
"OTCFVTRH","OTC DER TREAS SEC FV - HEDGE","FTS","RC-L","RCFDG435 RCONG435",""
"OTCFVTRM","OTC DER TREAS SEC FV - MFG","FTS","RC-L","RCFDG434 RCONG434",""
"OTCNEB","OTC DER NET CR EXPO - BK & SEC","FTS","RC-L","RCFDG418 RCONG418",""
"OTCNEC","OTC DER NET CR EXPO - CORP","FTS","RC-L","RCFDG422 RCONG422",""
"OTCNEG","OTC DER NET CR EXPO - GOVT","FTS","RC-L","RCFDG421 RCONG421",""
"OTCNEH","OTC DER NET CR EXPO - HEDGE","FTS","RC-L","RCFDG420 RCONG420",""
"OTCNEM","OTC DER NET CR EXPO - MFG","FTS","RC-L","RCFDG419 RCONG419",""
"OTHA0","ALL OTHER ASSETS - 0% RW","FTS","RC-R","RCOND982 RCFDD982 RCONB641 RCFDB641",""
"OTHA100","ALL OTHER ASSETS - 100% RW","FTS","RC-R","RCOND985 RCFDD985 RCON5339 RCFD5339",""
"OTHA150","ALL OTHER ASSETS - 150% RW","FTS","RC-R","RCFDH185 RCONH185",""
"OTHA2","ALL OTHER ASSETS - 2% RW","FTS","RC-R","RCONHJ88 RCFDHJ88",""
"OTHA20","ALL OTHER ASSETS - 20% RW","FTS","RC-R","RCOND983 RCFDD983 RCONB642 RCFDB642",""
"OTHA250","ALL OTHER ASSETS - 250% RW","FTS","RC-R","RCFDH293 RCONH293",""
"OTHA300","ALL OTHER ASSETS - 300% RW","FTS","RC-R","RCFDH188 RCONH188",""
"OTHA4","ALL OTHER ASSETS - 4% RW","FTS","RC-R","RCONHJ89 RCFDHJ89",""
"OTHA400","ALL OTHER ASSETS - 400% RW","FTS","RC-R","RCFDS470 RCONS470",""
"OTHA50","ALL OTHER ASSETS - 50% RW","FTS","RC-R","RCOND984 RCFDD984 RCONB643 RCFDB643",""
"OTHA600","ALL OTHER ASSETS - 600% RW","FTS","RC-R","RCFDS471 RCONS471",""
"OTHANRW","ALL OTHER ASSETS - ADJ TO COL A","FTS","RC-R","RCONS469 RCFDS469 RCONB640 RCFDB640",""
"OTHAOEA","ALL OTH ASSETS-OTH APPR-EXP AMT","FTS","RC-R","RCFDH294 RCONH294",""
"OTHAORW","ALL OTH ASSETS-OTH APPR-RWA AMT","FTS","RC-R","RCFDH295 RCONH295",""
"OTHARCR","ALL OTHER ASSETS BS - RC-R COL A","FTS","RC-R","RCOND981 RCFDD981 RCONB639 RCFDB639",""
"OTHB1LES","OTHER BORROWED MONEY LT 1 YR","FTS","RC-BAL","RCFD2332 RCON2332",""
"OTHB1T3","OTHER BORROWED MONEY * 1 TO 3 YR","FTS","RC-BAL","RCFDA547 RCONA547",""
"OTHBFH03","OTH BOR FHLB-OVER 3 YRS","FTS","RC-BAL","RCONB566 RCFDB566",""
"OTHBFH13","OTH BOR. FHLB-1 TO 3 YRS","FTS","RC-BAL","RCONB565 RCFDB565",""
"OTHBFH1L","OTH BORR FHLB- 1 YR OR LESS","FTS","RC-BAL","RCON2651 RCFD2651",""
"OTHBFHLB","OTHER LIABILITIES-FHLB","FTS","RC-BAL","",""
"OTHBOR","OTHER BORROWED MONEY","FTS","RC-BAL","RCFD2850 RCON2850 RCON3190 RCFD3190",""
"OTHBORD","OTHER BORROWED MONEY-DOM","FTS","RC-BAL","RCON2850",""
"OTHBORF","OTHER BORROWED MONEY-FOR","FTS","RC-BAL","",""
"OTHBOT","OTHER BORROWED MONEY-TOTAL","FTS","RC-BAL","RCON3190 RCFD3190",""
"OTHBOT13","OTH BORROWINGS - 1-3 YRS","FTS","RC-BAL","RCONB567 RCFDB567",""
"OTHBOT1L","OTH BORROWINGS -1 YEAR OR LESS","FTS","RC-BAL","RCONB571 RCFDB571",""
"OTHBOTO3","OTH BORROWINGS -OVER 3 YRS","FTS","RC-BAL","RCONB568 RCFDB568",""
"OTHBOV3","OTHER BORROWED MONEY * OVER 3 YR","FTS","RC-BAL","RCFDA548 RCONA548",""
"OTHBOVR1","OTHER BORROWED MONEY GT 1 YR","FTS","RC-BAL","RCFD2333 RCON2333",""
"OTHBRMTG","OTH BOR MONEY AND MORTGAGE","FTS","RC-BAL","RCON2910 RCON3190 RCFD3190",""
"OTHCOMCO","ALL OTHER COMMODITY CONTRACTS","FTS","RC-L","RCON3835",""
"OTHDERTR","OTH DER TOTAL-TRADE","FTS","RC-L","RCONFT01",""
"OTHDFOEA","DEF FUND CONT-OTH APPR-EXP AMT","FTS","RC-R","RCFDH298 RCONH298",""
"OTHDFORW","DEF FUND CONT-OTH APPR-RWA AMT","FTS","RC-R","RCFDH299 RCONH299",""
"OTHFFC","OTHER-FUTURES & FORWARD CONTRACT","FTS","RC-L","RCFD3830 RCON3830",""
"OTHLIOEA","SEP ACCT BOLI-OTH APPR-EXP AMT","FTS","RC-R","RCFDH296 RCONH296",""
"OTHLIORW","SEP ACCT BOLI-OTH APPR-RWA AMT","FTS","RC-R","RCFDH297 RCONH297",""
"OTHNVS","OTHER-NOTIONAL VALUE SWAPS","FTS","RC-L","RCFD3829 RCON3829",""
"OTHOB0","OTHER OFF-BALANCE LIAB - 0% RW","FTS","RC-R","RCONG620 RCFDG620 RCONB683 RCFDB683",""
"OTHOB100","OTHER OFF-BALANCE LIAB - 100% RW","FTS","RC-R","RCONG623 RCFDG623 RCONB686 RCFDB686",""
"OTHOB150","OTHER OFF-BALANCE LIAB - 150% RW","FTS","RC-R","RCONS524 RCFDS524",""
"OTHOB20","OTHER OFF-BALANCE LIAB - 20% RW","FTS","RC-R","RCONG621 RCFDG621 RCONB684 RCFDB684",""
"OTHOB50","OTHER OFF-BALANCE LIAB - 50% RW","FTS","RC-R","RCONG622 RCFDG622 RCONB685 RCFDB685",""
"OTHOBCEA","OTHER OFF-BAL LIAB- C.E. AMT","FTS","RC-R","RCONG619 RCFDG619 RCONB682 RCFDB682",""
"OTHOBRCR","OTHER OFF-BAL LIAB-RC-R COL A","FTS","RC-R","RCONG618 RCFDG618 RCONB681 RCFDB681",""
"OTHOFBSA","ALL OTH OFF-BALANCE SHEET ASSETS","FTS","RC-L","RCFD5591 RCON5591",""
"OTHOFFBS","ALL OTH OFF-BALANCE SHEET LIAB","FTS","RC-L","RCFD3430 RCON3430",""
"OTHPOC","OTHER-PURCHASED OPTION CONTRACTS","FTS","RC-L","RCFD3832 RCON3832",""
"OTHWOC","OTHER-WRITTEN OPTION CONTRACTS","FTS","RC-L","RCFD3831 RCON3831",""
"OTIM1LES","TIME DEP 250 OR L * UNDER 1 YR","FTS","RC-E","RCON3671",""
"OTLIBFV","OTH FIN & SER LIAB TOTAL FV-BAL","FTS","RC-Q","RCFDF258 RCONF258 RCFDG805 RCONG805",""
"OTLIL1FV","OTH FIN & SER LIAB LEVEL 1 FV","FTS","RC-Q","RCFDF696 RCONF696 RCFDG807 RCONG807",""
"OTLIL2FV","OTH FIN & SER LIAB LEVEL 2 FV","FTS","RC-Q","RCFDF259 RCONF259 RCFDG808 RCONG808",""
"OTLIL3FV","OTH FIN & SER LIAB LEVEL 3 FV","FTS","RC-Q","RCFDF260 RCONF260 RCFDG809 RCONG809",""
"OTLINTFV","OTHER LIAB NET IN DETERMINE FV","FTS","RC-Q","RCFDF688 RCONF688 RCFDG806 RCONG806",""
"OWNCRCI","REC OWN INTEREST SEC - CI","FTS","RC-S","RIADB775",""
"OWNCRCRD","REC OWN INTEREST SEC - CRCD","FTS","RC-S","RIADB774",""
"OWNCRHEL","REC OWN INTEREST SEC - HEL","FTS","RC-S","RIADB773",""
"OWNDRCI","C/O OWN INTEREST SEC - CI","FTS","RC-S","RIADB772",""
"OWNDRCRD","C/O OWN INTEREST SEC - CRCD","FTS","RC-S","RIADB771",""
"OWNDRHEL","C/O OWN INTEREST SEC - HEL","FTS","RC-S","RIADB770",""
"OWNLNCI","LN SECURE HELD IN SEC - CI","FTS","RC-S","RCFDB502 RCONB502",""
"OWNLNCRD","LN SECURE HELD IN SEC - CRCD","FTS","RC-S","RCFDB501 RCONB501",""
"OWNLNHEL","LN SECURE HELD IN SEC - HEL","FTS","RC-S","RCFDB500 RCONB500",""
"OWNP3CI","PD 30-89 OWN INTEREST SEC - CI","FTS","RC-S","RCFDB766 RCONB766",""
"OWNP3CRD","PD 30-89 OWN INTEREST SEC - CRCD","FTS","RC-S","RCFDB765 RCONB765",""
"OWNP3HEL","PD30-89 OWN INTEREST SEC - HEL","FTS","RC-S","RCFDB764 RCONB764",""
"OWNP9CI","PD 90 + OWN INTEREST SEC - CI","FTS","RC-S","RCFDB769 RCONB769",""
"OWNP9CRD","PD 90 + OWN INTEREST SEC - CRCD","FTS","RC-S","RCFDB768 RCONB768",""
"OWNP9HEL","PD 90 + OWN INTEREST SEC - HEL","FTS","RC-S","RCFDB767 RCONB767",""
"OWNSCCI","SEC. SECURE HELD IN RC-B - CI","FTS","RC-S","RCFDB763 RCONB763",""
"OWNSCCRD","SEC. SECURE HELD IN RC-B - CRCD","FTS","RC-S","RCFDB762 RCONB762",""
"OWNSCHEL","SEC. SECURE HELD IN RC-B - HEL","FTS","RC-S","RCFDB761 RCONB761",""
"OWNSLCI","SEC STRU HELD IN RC-B RC-C CI","FTS","RC-S","RCFDHU18",""
"OWNSLCRD","SEC STRU HELD IN RC-B RC-C CRCD","FTS","RC-S","RCFDHU17",""
"OWNSLHEL","SEC STRU HELD IN RC-B RC-C HEL","FTS","RC-S","RCFDHU16",""
"OWNSLOTH","SEC STRU HELD IN RC-B RC-C OTH","FTS","RC-S","RCONHU19",""
"P3AG","30-89 DAYS P/D-AGRICULTURAL LNS","FTS","RC-N","RCFD1594 RCON1594",""
"P3AGSM","30-89 DAYS P/D-AG LNS*SMALL BKS","FTS","RC-N","RCON1230 RCON1594",""
"P3ASSET","30-89 DAYS P/D-TOTAL ASSETS","FTS","RC-N","RCON1406 RCFD1406",""
"P3AUTO","30-89 DAYS P/D AUTO LOANS","FTS","RC-N","RCFDK213 RCONK213",""
"P3CI","30-89 DAYS P/D-C&I LOANS","FTS","RC-N","RCON1222 RCON1960 RCON1606",""
"P3CINUS","30-89 DAYS P/D-C&I*NON-U.S.","FTS","RC-N","RCFD1254 RCON1254",""
"P3CIUS","30-89 DAYS P/D-C&I*U.S.","FTS","RC-N","RCFD1251 RCON1251 RCON1222 RCON1960",""
"P3COMRE","30-89 DAYS P/D-COMMERCIAL RE","FTS","RC-N","RCFD6558 RCON6558 RCON5421",""
"P3CON","30-89 DAYS P/D-CONSUMER LOANS","FTS","RC-N","RCON1978 RCFD1978",""
"P3CONOTH","30-89 DAYS P/D-OTHER CONSUMER","FTS","RC-N","RCFD5386 RCON5386 RCON1214 RCFDB578 RCONB578                                            RCFDK216 RCONK216.",""
"P3CRCD","30-89 DAYS P/D-CREDIT CARD PLANS","FTS","RC-N","RCFD5383 RCON5383 RCON1218 RCFDB575 RCONB575",""
"P3DEP","30-89 DAYS P/D-DEP INST LOANS","FTS","RC-N","RCONB834",""
"P3DEPNUS","30-89 DAYS P/D-DEP INST*NON U.S.","FTS","RC-N","RCFD5380 RCON5380",""
"P3DEPUS","30-89 DAYS P/D-DEP INST*U.S.","FTS","RC-N","RCFD5377 RCON5377",""
"P3FG","30-89 DAYS P/D-FOREIGN GOVT","FTS","RC-N","RCFD5389 RCON5389",""
"P3GTY","30-89 DAYS P/D-GTY LN&LS","FTS","RC-N","RCFD5615 RCON5615 RCFDK039 RCONK039",""
"P3GTYGNM","30-89 DAY P/D-REBOOKED GNMA LNS","FTS","RC-N","RCFDC866 RCONC866 RCFDK042 RCONK042",""
"P3GTYPAR","30-89 DAYS P/D-PART GTY LN&LS","FTS","RC-N","RCFD5612 RCON5612 RCFDK036 RCONK036",""
"P3LAG","30-89 DAY P/D AG LOANS-LOSS SH","FTS","RC-N","RCFDK072",""
"P3LAGSM","30-89 D P/D AG LN-SM BK-LOSS SH","FTS","RC-N","RCONK072",""
"P3LAUTO","30-89 DAYS P/D AUTO LN-LOSS SH","FTS","RC-N","RCFDK081 RCONK081",""
"P3LCI","30-89 DAYS P/D C&I LNS-LOSS SH","FTS","RC-N","RCFDK075 RCONK075",""
"P3LCONOT","30-89 DAYS P/D OTH CON-LOSS SH","FTS","RC-N","RCFDK084 RCONK084",""
"P3LCRCD","30-89 D P/D CR CARD LN-LOSS SH","FTS","RC-N","RCFDK078 RCONK078",""
"P3LDEP","30-89 D P/D DEP INST LN-LOSS SH","FTS","RC-N","RCFDK091 RCONK091",""
"P3LFG","30-89 DAYS P/D FOR GOVT-LOSS SH","FTS","RC-N","RCFDK095 RCONK095",""
"P3LGTY","30-89 P/D PROTECT (GTY)-LOSS SH","FTS","RC-N","RCFDK102 RCONK102",""
"P3LLS","30-89 DAYS P/D LEASES-LOSS SH","FTS","RC-N","RCFDK269 RCONK269",""
"P3LNFV","30-89 DAY P/D LN - FAIR VALUE","FTS","RC-N","RCFDF664 RCONF664",""
"P3LNIMPB","30-89 P/D OUTSTD BAL PUR IMP LN","FTS","RC-N","RCFDL183 RCONL183",""
"P3LNIMPC","30-89 P/D CARRY AMT PUR IMP LN","FTS","RC-N","RCFDL186 RCONL186",""
"P3LNLS","30-89 DAYS P/D-LOANS & LEASES","FTS","RC-N","RCON1406 RCFD1406",""
"P3LNNDFI","LNS TO NONDEP FIS IN RC-N 7 - PD 30 - 89D ACCRUING","FTS","RC-N","RCFDPV23 RCONPV23",""
"P3LNSALE","30-89 DAYS P/D-L&L HELD FOR SALE","FTS","RC-N","RCFDC240 RCONC240",""
"P3LNUP","30-89 DAY P/D LN - UNPAID PRIN","FTS","RC-N","RCFDF667 RCONF667",""
"P3LOT","30-89 D P/D OTHER LNS-LOSS SH","FTS","RC-N","RCFDK099 RCONK099",""
"P3LOTH","30-89 DAYS P/D OTH LNS-LOSS SH","FTS","RC-N","RCFDK087 RCONK087",""
"P3LREAG","30-89 DAY P/D RE FARM-LOSS SH","FTS","RC-N","RCONK051",""
"P3LRECNF","30-89 DAY P/D 1-4 FM CN-LOSS SH","FTS","RC-N","RCONK045",""
"P3LRECNO","30-89 DAY P/D OTH CONST-LOSS SH","FTS","RC-N","RCONK048",""
"P3LREFM1","30-89 P/D 1-4 FM 1ST LN-LOSS SH","FTS","RC-N","RCONK057",""
"P3LREFM2","30-89 P/D 1-4 FM JR LN-LOSS SH","FTS","RC-N","RCONK060",""
"P3LREFOR","30-89 D P/D RE FOREIGN-LOSS SH","FTS","RC-N","RCFNK291",""
"P3LRELOC","30-89 D P/D 1-4 FM LINE-LOSS SH","FTS","RC-N","RCONK054",""
"P3LREMUL","30-89 DAY P/D MULTIFAM -LOSS SH","FTS","RC-N","RCONK063",""
"P3LRENRO","30-89 DAY P/D OTH NFNR-LOSS SH","FTS","RC-N","RCONK069",""
"P3LRENRW","30-89 D P/D OWN-OC NFNR-LOSS SH","FTS","RC-N","RCONK066",""
"P3LS","30-89 DAYS P/D-LEASES","FTS","RC-N","RCON1226",""
"P3LSCON","30-89 DAYS P/D CONSUMER LEASES","FTS","RC-N","RCFDF166 RCONF166",""
"P3LSNUS","30-89 DAYS P/D-LEASES*NON-U.S.","FTS","RC-N","RCFD1271 RCON1271",""
"P3LSOTH","30-89 DAYS P/D OTHER LEASES","FTS","RC-N","RCFDF169",""
"P3LSUS","30-89 DAYS P/D-LEASES*U.S.","FTS","RC-N","RCFD1257 RCON1257 RCON1226",""
"P3LTL","30-89 D P/D TOT LN-LOSS SH-051","FTS","RC-N","RCONFT19",""
"P3OTHLN","30-89 DAYS P/D-ALL OTHER LOANS","FTS","RC-N","RCFD5459 RCON5459 RCON1955",""
"P3RE","30-89 DAYS P/D-REAL ESTATE LOANS","FTS","RC-N","RCON1210 RCON1421",""
"P3REAG","30-89 DAYS P/D-RE*FARMLAND","FTS","RC-N","RCON3493 RCON5427",""
"P3RECNFM","30-89 DAYS P/D 1-4 FAM CONSTR LN","FTS","RC-N","RCONF172",""
"P3RECNOT","30-89 DAYS P/D OTH CONSTR & LAND","FTS","RC-N","RCONF173",""
"P3RECONS","30-89 DAYS P/D-RE*CONSTRUCTION","FTS","RC-N","RCON2759 RCON5424 RCON1949",""
"P3REFOR","30-89 DAYS P/D-RE*FOREIGN","FTS","RC-N","RCFNB572",""
"P3RELAND","30-89 DAYS P/D-RE*LAND LOANS","FTS","RC-N","",""
"P3RELOC","30-89 DAYS P/D-RE*1-4 FAM LINES","FTS","RC-N","RCON5398 RCON5430",""
"P3REMULT","30-89 DAYS P/D-RE*MULTIFAMILY","FTS","RC-N","RCON3499 RCON5436",""
"P3RENRES","30-89 DAYS P/D-RE*NONFARM NONRES","FTS","RC-N","RCON3502 RCON5439",""
"P3RENROT","30-89 DAYS P/D OTH NONFRM NONRES","FTS","RC-N","RCONF179",""
"P3RENROW","30-89 DAYS P/D 0WN-OCC NONF NONRS","FTS","RC-N","RCONF178",""
"P3RENUS","30-89 DAYS P/D-RE*NON-U.S.","FTS","RC-N","RCFD1248 RCON1248",""
"P3RERES","30-89 DAYS P/D-RE*1-4 FAMILY","FTS","RC-N","RCON1946",""
"P3RERESO","30-89 DAYS P/D-RE*1-4 FAM OTHER","FTS","RC-N","RCON5401 RCON5433",""
"P3RERSF2","30-89 DAYS P/D-RE*1-4 JN LIEN","FTS","RC-N","RCONC238",""
"P3RERSFM","30-89 DAYS P/D-RE*1-4 IST LIEN","FTS","RC-N","RCONC236",""
"P3REUS","30-89 DAYS P/D-RE*U.S.","FTS","RC-N","RCFD1245 RCON1245 RCON1210",""
"P3RSAG","30-89 D P/D LN MODS TO BRWRS EXP FIN DFCLTY AG LN","FTS","RC-N","RCFDK138",""
"P3RSAGSM","30-89 P/D LN MODS BRW EXP FIN DFCLTY - AG LN SM BK","FTS","RC-N","RCONK138",""
"P3RSAUTO","30-89 DAY P/D LN MODS TO BRWRS EXP FIN DFCLTY AUTO","FTS","RC-N","RCFDK277 RCONK277",""
"P3RSCI","30-89 P/D LN MODS TO BRWRS EXP FIN DFCLTY - C&I LN","FTS","RC-N","RCONK257",""
"P3RSCINU","30-89 P/D LN MODS BRWR EXP FIN DFCLTY - C&I NON-US","FTS","RC-N","RCFDK123 RCONK123",""
"P3RSCIUS","30-89 P/D LN MODS BRWRS EXP FIN DFCLTY - C&I US","FTS","RC-N","RCFDK120 RCONK120",""
"P3RSCNFM","30-89 P/D LN MODS BRW EXP FIN DFCLTY -1-4 FM CONST","FTS","RC-N","RCONK105",""
"P3RSCNOT","30-89 P/D LN MODS BRW EXP FIN DFCLTY-OTH CONST&LND","FTS","RC-N","RCONK108",""
"P3RSCONO","30-89 P/D LN MODS BRW EXP FIN DFCLTY - OTH CONSUMR","FTS","RC-N","RCFDK280 RCONK280",""
"P3RSCRCD","30-89 P/D LN MODS BRWRS EXP FIN DFCLTY - CR CARD","FTS","RC-N","RCFDK274 RCONK274",""
"P3RSDEP","30-89 D P/D RESTRUCT DEP INST","FTS","RC-N","RCFDK134 RCONK134",""
"P3RSFG","30-89 DAY P/D RESTRUCT FGN GOVT","FTS","RC-N","RCFDK283 RCONK283",""
"P3RSLNFM","30-89 P/D LN MODS BRWRS EXP FIN DFCLTY - 1-4 FAM","FTS","RC-N","RCONF661",""
"P3RSLNLS","30-89 D P/D RESTR LN EXCL1-4 FM","FTS","RC-N","RCFD1658 RCON1658 RCON1662",""
"P3RSLNTL","30-89 P/D LN MODS BRWRS EXP FIN DFCLTY - LN TOT","FTS","RC-N","RCONHK26",""
"P3RSMULT","30-89 P/D LN MODS BRWRS EXP FIN DFCLTY - MULTIFAM","FTS","RC-N","RCONK111",""
"P3RSNROT","30-89 P/D LN MODS BRWR EXP FIN DFCLTY - OTHER NFNR","FTS","RC-N","RCONK117",""
"P3RSNROW","30-89 P/D LN MODS BRW EXP FIN DFCLTY -NFNR OWN-OCC","FTS","RC-N","RCONK114",""
"P3RSOT","30-89 DAY P/D RESTRUCT OTHER LN","FTS","RC-N","RCFDK286 RCONK286",""
"P3RSOTH","30-89 P/D LN MODS BRWR EXP FIN DFCLTY - ALL OTH LN","FTS","RC-N","RCFDK126 RCONK126",""
"P3RSREAG","30-89 P/D LN MODS BRWRS EXP FIN DFCLTY - RE FARM","FTS","RC-N","RCONK130",""
"P3RSREFN","30-89 P/D RESTRUCT RE FGN OFF","FTS","RC-N","RCFNK294",""
"P3RTRC","30-89 DAYS P/D-REPLACE-CONTRACTS","FTS","RC-N","RCON3529 RCFD3529",""
"P3SCDEBT","30-89 DAYS P/D-DEBT SECURITIES","FTS","RC-N","RCFD3505 RCON3505",""
"P9AG","90+ DAYS P/D-AGRICULTURAL LNS","FTS","RC-N","RCFD1597 RCON1597",""
"P9AGSM","90+ DAYS P/D-AG LNS*SMALL BKS","FTS","RC-N","RCON1231 RCON1597",""
"P9ASSET","90+ DAYS P/D-TOTAL ASSETS","FTS","RC-N","RCON1407 RCFD1407",""
"P9AUTO","90+ DAYS P/D AUTO LOANS","FTS","RC-N","RCFDK214 RCONK214",""
"P9CI","90+ DAYS P/D-C&I LOANS","FTS","RC-N","RCON1223 RCON1961 RCON1607",""
"P9CINUS","90+ DAYS P/D-C&I*NON-U.S.","FTS","RC-N","RCFD1255 RCON1255",""
"P9CIUS","90+ DAYS P/D-C&I*U.S.","FTS","RC-N","RCFD1252 RCON1252 RCON1223 RCON1961",""
"P9COMRE","90+ DAYS P/D-COMMERCIAL RE","FTS","RC-N","RCFD6559 RCON6559 RCON5422",""
"P9CON","90+ DAYS P/D-CONSUMER LOANS","FTS","RC-N","RCON1979 RCFD1979",""
"P9CONOTH","90+ DAYS P/D-OTHER CONSUMER","FTS","RC-N","RCFD5387 RCON5387 RCON1215 RCFDB579 RCONB579                                            RCFDK217 RCONK217.",""
"P9CRCD","90+ DAYS P/D-CREDIT CARD PLANS","FTS","RC-N","RCFD5384 RCON5384 RCON1219 RCFDB576 RCONB576",""
"P9DEP","90+ DAYS P/D-DEP INST LOANS","FTS","RC-N","RCONB835",""
"P9DEPNUS","90+ DAYS P/D-DEP INST*NON U.S.","FTS","RC-N","RCFD5381 RCON5381",""
"P9DEPUS","90+ DAYS P/D-DEP INST*U.S.","FTS","RC-N","RCFD5378 RCON5378",""
"P9FG","90+ DAYS P/D-FOREIGN GOVT","FTS","RC-N","RCFD5390 RCON5390",""
"P9GTY","90+ DAYS P/D-GTY LN&LS","FTS","RC-N","RCFD5616 RCON5616 RCFDK040 RCONK040",""
"P9GTYGNM","90+ DAYS P/D-REBOOKED GNMA LNS","FTS","RC-N","RCFDC867 RCONC867 RCFDK043 RCONK043",""
"P9GTYPAR","90+ DAYS P/D-PART GTY LN&LS","FTS","RC-N","RCFD5613 RCON5613 RCFDK037 RCONK037",""
"P9LAG","90+ DAYS P/D AG LOANS-LOSS SH","FTS","RC-N","RCFDK073",""
"P9LAGSM","90+ DAY P/D AG LN-SM BK-LOSS SH","FTS","RC-N","RCONK073",""
